Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
64294-KHU,Female,20,No,Khulna,14,7,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,187.88,12219.0,0.0,0.0,12846.9,25065.9,Stayed,Not Applicable,Not Applicable
67672-RAN,Male,46,Yes,Rangpur,6,13,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,790.12,26554.88,0.0,0.0,7140.0,33694.88,Stayed,Not Applicable,Not Applicable
66749-RAJ,Female,47,No,Rajshahi,9,5,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,155.62,155.62,0.0,0.0,272.1,427.73,Joined,Not Applicable,Not Applicable
89393-KHU,Male,44,No,Khulna,5,2,No Deal,Yes,No,Yes,Mobile Broadband,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,402.38,14545.12,0.0,0.0,2160.0,16705.12,Stayed,Not Applicable,Not Applicable
93090-BAR,Female,31,No,Barishal,3,22,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,189.0,2909.25,0.0,0.0,5251.5,8160.75,Stayed,Not Applicable,Not Applicable
32247-DHK,Female,42,No,Dhaka,12,6,No Deal,Yes,No,Yes,Mobile Broadband,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,387.38,3933.75,0.0,0.0,3678.0,7611.75,Stayed,Not Applicable,Not Applicable
46479-RAN,Male,41,Yes,Rangpur,0,13,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,533.25,1600.12,19.65,0.0,832.5,2412.98,Joined,Not Applicable,Not Applicable
53295-CTG,Female,35,No,Chattogram,7,33,Deal 5,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,192.75,192.75,0.0,0.0,328.8,521.55,Joined,Not Applicable,Not Applicable
52281-DHK,Female,50,Yes,Dhaka,0,19,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,645.75,26637.38,0.0,0.0,2460.67,29098.05,Stayed,Not Applicable,Not Applicable
97891-RAN,Female,21,Yes,Rangpur,6,6,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,150.38,1227.0,0.0,0.0,939.6,2166.6,Stayed,Not Applicable,Not Applicable
94573-MYM,Female,71,No,Mymensingh,12,7,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,345.0,1362.0,0.0,0.0,1263.9,2625.9,Churned,Competitor,Competitor made better offer
61243-DHK,Male,66,No,Dhaka,9,2,Deal 1,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,147.0,10405.88,0.0,0.0,8589.23,18995.1,Stayed,Not Applicable,Not Applicable
39937-DHK,Female,34,Yes,Dhaka,5,32,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,703.88,12192.38,0.0,0.0,575.02,12767.4,Churned,Price,Price too high
45390-BAR,Female,27,Yes,Barishal,5,8,Deal 5,Yes,Yes,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,367.12,2049.38,0.0,0.0,1117.35,3166.73,Stayed,Not Applicable,Not Applicable
94086-CTG,Female,67,Yes,Chattogram,6,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,705.0,1362.75,0.0,0.0,314.85,1677.6,Churned,Other,Don't know
55339-KHU,Female,70,Yes,Khulna,9,7,Deal 5,Yes,No,Yes,Mobile Broadband,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,371.62,371.62,0.0,0.0,181.8,553.43,Churned,Dissatisfaction,Limited range of services
87521-SYL,Male,35,Yes,Sylhet,11,6,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,792.38,51773.25,0.0,0.0,11630.4,63403.65,Churned,Other,Don't know
86198-DHK,Female,35,Yes,Dhaka,14,1,No Deal,No,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,411.38,16437.75,0.0,0.0,0.0,16437.75,Stayed,Not Applicable,Not Applicable
15675-RAN,Female,47,Yes,Rangpur,8,32,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,426.75,19200.75,0.0,0.0,13265.25,32466.0,Stayed,Not Applicable,Not Applicable
64297-SYL,Male,23,Yes,Sylhet,7,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,680.62,680.62,0.0,0.0,172.95,853.58,Churned,Attitude,Attitude of support person
13429-CTG,Female,48,No,Chattogram,12,11,Deal 1,Yes,Yes,Yes,Mobile Broadband,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,631.5,44899.12,0.0,0.0,20433.6,65332.73,Stayed,Not Applicable,Not Applicable
58582-SYL,Female,36,Yes,Sylhet,1,27,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,148.5,4810.12,0.0,0.0,3096.22,7906.35,Stayed,Not Applicable,Not Applicable
28354-CTG,Male,60,No,Chattogram,9,25,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,821.62,27060.0,0.0,0.0,1106.4,28166.4,Stayed,Not Applicable,Not Applicable
74173-RAN,Female,49,No,Rangpur,15,27,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,153.75,782.25,0.0,0.0,922.88,1705.12,Stayed,Not Applicable,Not Applicable
82267-CTG,Female,33,No,Chattogram,12,7,No Deal,No,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,339.38,641.25,0.0,75.0,0.0,716.25,Churned,Dissatisfaction,Product dissatisfaction
78085-MYM,Male,28,No,Mymensingh,2,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,604.12,1380.75,0.0,0.0,508.35,1889.1,Churned,Attitude,Attitude of support person
31513-CTG,Female,81,No,Chattogram,15,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,619.88,11025.38,0.0,0.0,135.15,11160.52,Stayed,Not Applicable,Not Applicable
57461-RAN,Male,41,Yes,Rangpur,4,27,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,152.62,915.0,0.0,0.0,300.38,1215.38,Stayed,Not Applicable,Not Applicable
15739-SYL,Female,40,No,Sylhet,13,9,Deal 4,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,180.0,1699.12,0.0,0.0,225.75,1924.87,Stayed,Not Applicable,Not Applicable
15349-DHK,Male,47,Yes,Dhaka,9,12,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,376.12,376.12,0.0,0.0,299.02,675.15,Joined,Not Applicable,Not Applicable
58578-RAJ,Female,37,No,Rajshahi,9,31,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,422.25,17730.0,0.0,0.0,11214.52,28944.53,Stayed,Not Applicable,Not Applicable
78381-BAR,Female,26,No,Barishal,5,3,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,749.25,46027.5,0.0,0.0,3959.55,49987.05,Churned,Price,Long distance charges
26221-KHU,Female,34,No,Khulna,12,24,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,151.12,3149.25,0.0,0.0,7929.9,11079.15,Stayed,Not Applicable,Not Applicable
33439-RAN,Female,37,No,Rangpur,6,32,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,777.75,35479.5,0.0,0.0,863.62,36343.12,Stayed,Not Applicable,Not Applicable
77594-RAJ,Male,40,Yes,Rajshahi,8,15,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,556.5,36042.38,0.0,0.0,10837.12,46879.5,Stayed,Not Applicable,Not Applicable
66737-SYL,Female,77,Yes,Sylhet,10,22,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-60.0,6814.12,0.0,0.0,2391.6,9205.73,Stayed,Not Applicable,Not Applicable
95984-DHK,Male,55,No,Dhaka,15,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,714.0,6978.0,0.0,0.0,2672.25,9650.25,Churned,Competitor,Competitor offered more data
45860-MYM,Female,38,Yes,Mymensingh,14,12,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,582.38,5356.12,0.0,0.0,1544.4,6900.53,Churned,Competitor,Competitor made better offer
73156-RAN,Female,57,Yes,Rangpur,2,29,Deal 3,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,669.0,24384.75,0.0,0.0,13022.62,37407.38,Stayed,Not Applicable,Not Applicable
67567-KHU,Male,70,No,Khulna,8,1,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,560.25,1240.5,0.0,0.0,97.65,1338.15,Churned,Competitor,Competitor made better offer
93211-DHK,Male,63,No,Dhaka,3,29,No Deal,No,No,Yes,Mobile Broadband,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,325.12,2785.5,0.0,0.0,0.0,2785.5,Stayed,Not Applicable,Not Applicable
48746-BAR,Male,29,Yes,Barishal,12,8,Deal 3,No,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,218.25,5160.0,0.0,0.0,0.0,5160.0,Stayed,Not Applicable,Not Applicable
94792-KHU,Female,50,No,Khulna,6,33,No Deal,No,No,Yes,Mobile Broadband,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,398.25,14259.38,0.0,0.0,0.0,14259.38,Stayed,Not Applicable,Not Applicable
33414-RAN,Male,55,No,Rangpur,4,8,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,834.75,56754.0,274.95,0.0,10909.27,67388.33,Stayed,Not Applicable,Not Applicable
25161-DHK,Female,64,Yes,Dhaka,11,26,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,622.88,9437.25,0.0,825.0,4964.62,15226.88,Churned,Competitor,Competitor made better offer
59635-KHU,Female,60,Yes,Khulna,8,14,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,464.25,4642.5,0.0,0.0,2246.25,6888.75,Stayed,Not Applicable,Not Applicable
29149-MYM,Male,74,Yes,Mymensingh,0,29,No Deal,No,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,293.25,7284.75,0.0,0.0,0.0,7284.75,Churned,Competitor,Competitor had better devices
89798-RAN,Male,38,Yes,Rangpur,15,8,No Deal,No,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,270.0,5851.12,0.0,0.0,0.0,5851.12,Stayed,Not Applicable,Not Applicable
68840-CTG,Female,50,No,Chattogram,10,14,Deal 4,Yes,Yes,Yes,Mobile Broadband,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,442.12,4512.0,0.0,525.0,2027.02,7064.02,Stayed,Not Applicable,Not Applicable
92515-DHK,Male,74,No,Dhaka,14,1,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,787.12,39167.62,0.0,0.0,6618.75,45786.38,Stayed,Not Applicable,Not Applicable
22635-DHK,Male,43,Yes,Dhaka,11,19,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mobile Banking (bKash/Nagad),145.88,2026.5,0.0,0.0,2175.22,4201.73,Stayed,Not Applicable,Not Applicable
47348-KHU,Male,53,Yes,Khulna,0,18,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,827.25,52479.75,0.0,0.0,10156.8,62636.55,Stayed,Not Applicable,Not Applicable
28281-KHU,Male,56,Yes,Khulna,8,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,602.62,1903.5,0.0,0.0,1116.67,3020.18,Joined,Not Applicable,Not Applicable
33663-BAR,Male,60,No,Barishal,8,35,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,151.12,1786.12,0.0,0.0,2348.33,4134.45,Stayed,Not Applicable,Not Applicable
88111-DHK,Female,52,Yes,Dhaka,15,32,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,625.5,625.5,0.0,0.0,322.95,948.45,Joined,Not Applicable,Not Applicable
42029-KHU,Male,32,Yes,Khulna,3,30,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,153.75,577.12,0.0,0.0,832.73,1409.85,Joined,Not Applicable,Not Applicable
52913-RAN,Male,64,No,Rangpur,4,7,No Deal,No,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,453.38,23881.88,0.0,0.0,0.0,23881.88,Churned,Price,Lack of affordable download/upload speed
84284-CTG,Male,60,Yes,Chattogram,0,28,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,149.62,6953.25,0.0,0.0,10512.15,17465.4,Stayed,Not Applicable,Not Applicable
14244-SYL,Female,32,Yes,Sylhet,9,21,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,602.25,36722.62,0.0,300.0,8920.8,45943.43,Stayed,Not Applicable,Not Applicable
31937-KHU,Female,32,No,Khulna,14,25,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,814.12,57120.0,0.0,0.0,17024.02,74144.03,Stayed,Not Applicable,Not Applicable
43444-RAJ,Female,66,Yes,Rajshahi,10,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,520.12,2562.0,0.0,0.0,358.5,2920.5,Stayed,Not Applicable,Not Applicable
24040-DHK,Male,22,Yes,Dhaka,6,6,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,189.75,13114.12,0.0,0.0,16589.62,29703.75,Stayed,Not Applicable,Not Applicable
92945-RAJ,Male,47,Yes,Rajshahi,0,21,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,752.25,31672.12,0.0,0.0,8092.35,39764.48,Stayed,Not Applicable,Not Applicable
12490-RAJ,Female,52,No,Rajshahi,9,6,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),560.62,1785.75,291.3,0.0,281.25,1775.7,Joined,Not Applicable,Not Applicable
65337-RAJ,Male,23,Yes,Rajshahi,12,8,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,412.12,10113.75,0.0,0.0,5412.6,15526.35,Stayed,Not Applicable,Not Applicable
64294-RAJ,Male,62,No,Rajshahi,9,25,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,154.12,10178.25,128.55,0.0,10211.85,20261.55,Stayed,Not Applicable,Not Applicable
63608-DHK,Female,47,No,Dhaka,6,11,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,148.5,3564.0,0.0,0.0,2611.88,6175.88,Stayed,Not Applicable,Not Applicable
79581-SYL,Female,47,Yes,Sylhet,4,10,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,748.12,42063.0,0.0,0.0,8622.6,50685.6,Stayed,Not Applicable,Not Applicable
54638-DHK,Male,77,Yes,Dhaka,1,21,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,788.25,40323.0,0.0,0.0,11368.5,51691.5,Stayed,Not Applicable,Not Applicable
54460-BAR,Female,45,No,Barishal,10,17,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mobile Banking (bKash/Nagad),188.25,4585.88,0.0,0.0,6185.85,10771.73,Stayed,Not Applicable,Not Applicable
57456-BAR,Male,55,No,Barishal,2,18,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,201.0,5501.62,0.0,0.0,675.0,6176.62,Stayed,Not Applicable,Not Applicable
76281-KHU,Female,29,Yes,Khulna,10,31,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,760.12,25011.75,0.0,0.0,9967.2,34978.95,Stayed,Not Applicable,Not Applicable
24934-BAR,Female,23,No,Barishal,0,5,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,376.12,5716.88,0.0,0.0,1711.2,7428.07,Churned,Competitor,Competitor offered higher download speeds
98897-SYL,Female,77,No,Sylhet,5,22,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,663.38,15979.13,0.0,0.0,350.17,16329.3,Stayed,Not Applicable,Not Applicable
97703-CTG,Female,21,Yes,Chattogram,1,8,Deal 3,No,No,Yes,Mobile Broadband,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,409.12,10221.38,0.0,0.0,0.0,10221.38,Stayed,Not Applicable,Not Applicable
64604-CTG,Female,51,Yes,Chattogram,10,19,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,150.38,6923.25,0.0,0.0,8121.75,15045.0,Stayed,Not Applicable,Not Applicable
34024-RAJ,Female,45,Yes,Rajshahi,4,21,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,150.38,150.38,0.0,0.0,57.45,207.83,Joined,Not Applicable,Not Applicable
67856-RAJ,Male,67,No,Rajshahi,2,5,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,526.88,2489.25,93.6,0.0,85.12,2480.77,Churned,Price,Price too high
18601-KHU,Female,40,Yes,Khulna,13,4,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,145.5,7679.62,0.0,0.0,4732.5,12412.12,Stayed,Not Applicable,Not Applicable
44895-RAN,Male,56,Yes,Rangpur,4,21,Deal 4,No,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,341.62,4477.5,0.0,0.0,0.0,4477.5,Churned,Dissatisfaction,Poor expertise of online support
43803-KHU,Female,61,Yes,Khulna,6,14,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,149.25,4072.5,0.0,0.0,4601.1,8673.6,Stayed,Not Applicable,Not Applicable
84616-RAN,Female,20,Yes,Rangpur,5,3,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,145.88,6909.75,0.0,0.0,16772.7,23682.45,Stayed,Not Applicable,Not Applicable
13203-RAN,Female,49,Yes,Rangpur,10,20,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,712.88,12595.5,289.88,0.0,1001.7,13307.32,Stayed,Not Applicable,Not Applicable
54123-KHU,Female,24,Yes,Khulna,10,9,Deal 1,Yes,Yes,Yes,Mobile Broadband,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,535.88,37693.88,0.0,0.0,21054.6,58748.47,Stayed,Not Applicable,Not Applicable
96107-KHU,Female,44,Yes,Khulna,8,32,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,714.38,24856.12,0.0,0.0,444.0,25300.12,Stayed,Not Applicable,Not Applicable
61036-RAJ,Male,81,Yes,Rajshahi,10,30,Deal 5,No,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,223.5,1653.38,88.72,0.0,0.0,1564.65,Stayed,Not Applicable,Not Applicable
54834-BAR,Male,59,Yes,Barishal,7,5,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,610.5,28318.88,0.0,0.0,536.62,28855.5,Stayed,Not Applicable,Not Applicable
49491-RAJ,Female,49,Yes,Rajshahi,6,19,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,337.5,6493.88,169.12,0.0,4206.6,10531.35,Stayed,Not Applicable,Not Applicable
12391-RAJ,Male,40,No,Rajshahi,9,24,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,148.5,4291.5,0.0,0.0,10031.1,14322.6,Stayed,Not Applicable,Not Applicable
54756-RAJ,Male,36,Yes,Rajshahi,5,28,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,779.25,48368.62,0.0,0.0,19709.1,68077.73,Stayed,Not Applicable,Not Applicable
95873-RAN,Male,43,No,Rangpur,12,26,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-60.0,1498.12,0.0,0.0,1017.9,2516.03,Stayed,Not Applicable,Not Applicable
71752-RAJ,Female,51,No,Rajshahi,4,2,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,149.25,430.5,0.0,0.0,403.5,834.0,Joined,Not Applicable,Not Applicable
15692-DHK,Female,25,No,Dhaka,0,23,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,337.88,337.88,0.0,0.0,360.23,698.1,Churned,Competitor,Competitor had better devices
37245-SYL,Female,57,No,Sylhet,12,31,Deal 4,No,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,344.25,5200.88,122.02,0.0,0.0,5078.85,Stayed,Not Applicable,Not Applicable
77494-KHU,Female,27,Yes,Khulna,13,3,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,810.38,56491.12,0.0,0.0,26316.15,82807.27,Churned,Competitor,Competitor had better devices
92685-RAN,Female,35,Yes,Rangpur,6,16,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,630.75,32614.87,0.0,0.0,14964.3,47579.18,Churned,Competitor,Competitor had better devices
92742-RAN,Female,59,No,Rangpur,15,34,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),154.88,290.25,0.0,0.0,370.65,660.9,Churned,Attitude,Attitude of support person
37453-SYL,Male,73,No,Sylhet,13,2,Deal 3,Yes,No,Yes,Mobile Broadband,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,698.62,16732.88,0.0,0.0,2898.0,19630.88,Churned,Competitor,Competitor made better offer
88844-SYL,Male,43,Yes,Sylhet,2,10,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,565.12,23710.5,0.0,0.0,6340.35,30050.85,Stayed,Not Applicable,Not Applicable
24757-DHK,Female,32,No,Dhaka,9,1,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,345.38,602.62,0.0,75.0,445.35,1122.97,Churned,Attitude,Attitude of service provider
97301-SYL,Male,25,Yes,Sylhet,8,18,Deal 3,Yes,No,Yes,Mobile Broadband,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),372.75,9136.88,0.0,0.0,669.6,9806.48,Stayed,Not Applicable,Not Applicable
84807-KHU,Female,83,No,Khulna,14,5,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,748.5,31944.75,66.6,0.0,6937.2,38815.35,Churned,Dissatisfaction,Product dissatisfaction
98172-MYM,Female,53,No,Mymensingh,15,3,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,654.38,9439.5,0.0,0.0,3063.9,12503.4,Churned,Competitor,Competitor made better offer
16541-DHK,Female,58,No,Dhaka,4,35,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,512.25,32841.0,0.0,0.0,11179.2,44020.2,Stayed,Not Applicable,Not Applicable
