Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Predicted_Status,Churn_Probability
28239-DHK,Female,55,Yes,Dhaka,0,5,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,149.62,149.62,0.0,0.0,291.3,440.93,Joined,Not Applicable,Not Applicable,Likely to Churn,96.13
42574-MYM,Female,25,No,Mymensingh,5,3,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,146.62,146.62,0.0,0.0,61.73,208.35,Joined,Not Applicable,Not Applicable,Likely to Churn,95.93
71261-KHU,Female,59,No,Khulna,2,27,No Deal,Yes,No,Yes,Mobile Broadband,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,528.38,528.38,0.0,0.0,150.75,679.12,Joined,Not Applicable,Not Applicable,Likely to Churn,97.38
14567-KHU,Male,43,No,Khulna,1,9,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,152.62,152.62,0.0,0.0,330.68,483.3,Joined,Not Applicable,Not Applicable,Likely to Churn,96.13
77688-KHU,Male,35,No,Khulna,4,13,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,367.5,367.5,0.0,0.0,368.92,736.42,Joined,Not Applicable,Not Applicable,Likely to Churn,97.65
53612-DHK,Female,39,Yes,Dhaka,8,34,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,156.38,540.0,0.0,0.0,264.83,804.83,Joined,Not Applicable,Not Applicable,Likely to Churn,65.56
13058-SYL,Female,58,No,Sylhet,13,22,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),345.75,976.12,0.0,0.0,59.85,1035.97,Joined,Not Applicable,Not Applicable,Likely to Churn,96.03
23729-DHK,Female,58,No,Dhaka,14,19,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,147.38,291.0,0.0,0.0,144.15,435.15,Joined,Not Applicable,Not Applicable,Likely to Churn,95.24
12136-RAN,Female,25,Yes,Rangpur,2,35,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,149.25,149.25,0.0,0.0,88.72,237.97,Joined,Not Applicable,Not Applicable,Likely to Churn,97.12
35658-CTG,Male,35,No,Chattogram,2,16,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),153.38,153.38,0.0,0.0,297.07,450.45,Joined,Not Applicable,Not Applicable,Likely to Churn,96.27
63487-DHK,Female,36,Yes,Dhaka,8,34,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,335.62,335.62,0.0,0.0,306.52,642.15,Joined,Not Applicable,Not Applicable,Likely to Churn,97.1
86289-DHK,Male,27,No,Dhaka,4,27,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,152.25,152.25,0.0,0.0,218.93,371.18,Joined,Not Applicable,Not Applicable,Likely to Churn,95.94
32586-DHK,Female,25,No,Dhaka,15,10,No Deal,Yes,Yes,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-60.0,193.12,0.0,0.0,114.15,307.27,Joined,Not Applicable,Not Applicable,Likely to Churn,94.81
66749-RAJ,Female,47,No,Rajshahi,9,5,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,155.62,155.62,0.0,0.0,272.1,427.73,Joined,Not Applicable,Not Applicable,Likely to Churn,96.45
53295-CTG,Female,35,No,Chattogram,7,33,Deal 5,Yes,Yes,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,192.75,192.75,0.0,0.0,328.8,521.55,Joined,Not Applicable,Not Applicable,Likely to Churn,96.08
15349-DHK,Male,47,Yes,Dhaka,9,12,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,376.12,376.12,0.0,0.0,299.02,675.15,Joined,Not Applicable,Not Applicable,Likely to Churn,98.56
28281-KHU,Male,56,Yes,Khulna,8,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,602.62,1903.5,0.0,0.0,1116.67,3020.18,Joined,Not Applicable,Not Applicable,Likely to Churn,78.38
88111-DHK,Female,52,Yes,Dhaka,15,32,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,625.5,625.5,0.0,0.0,322.95,948.45,Joined,Not Applicable,Not Applicable,Likely to Churn,96.94
12490-RAJ,Female,52,No,Rajshahi,9,6,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),560.62,1785.75,291.3,0.0,281.25,1775.7,Joined,Not Applicable,Not Applicable,Likely to Churn,92.09
34024-RAJ,Female,45,Yes,Rajshahi,4,21,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,150.38,150.38,0.0,0.0,57.45,207.83,Joined,Not Applicable,Not Applicable,Likely to Churn,96.32
71752-RAJ,Female,51,No,Rajshahi,4,2,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,149.25,430.5,0.0,0.0,403.5,834.0,Joined,Not Applicable,Not Applicable,Likely to Churn,84.4
62968-DHK,Female,18,No,Dhaka,4,3,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,446.62,446.62,0.0,0.0,310.43,757.05,Joined,Not Applicable,Not Applicable,Likely to Churn,96.26
68826-DHK,Male,48,No,Dhaka,14,1,No Deal,No,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,185.25,185.25,0.0,0.0,0.0,185.25,Joined,Not Applicable,Not Applicable,Likely to Churn,96.41
36017-KHU,Female,52,Yes,Khulna,15,23,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,146.62,146.62,0.0,0.0,304.73,451.35,Joined,Not Applicable,Not Applicable,Likely to Churn,96.22
32563-KHU,Female,34,Yes,Khulna,3,22,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,523.5,1099.88,0.0,75.0,167.85,1342.72,Joined,Not Applicable,Not Applicable,Likely to Churn,96.32
36284-MYM,Male,43,Yes,Mymensingh,4,13,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,334.12,334.12,0.0,0.0,308.25,642.38,Joined,Not Applicable,Not Applicable,Likely to Churn,98.12
46378-DHK,Female,59,Yes,Dhaka,15,10,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,528.0,1161.0,0.0,0.0,112.35,1273.35,Joined,Not Applicable,Not Applicable,Likely to Churn,93.42
44202-RAJ,Female,50,Yes,Rajshahi,9,14,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,524.62,524.62,0.0,0.0,85.88,610.5,Joined,Not Applicable,Not Applicable,Likely to Churn,97.61
17154-BAR,Male,32,No,Barishal,13,4,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Mobile Banking (bKash/Nagad),141.0,141.0,0.0,0.0,326.77,467.77,Joined,Not Applicable,Not Applicable,Likely to Churn,92.06
19837-KHU,Female,57,Yes,Khulna,4,6,No Deal,No,No,Yes,Mobile Broadband,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,385.5,726.0,0.0,0.0,0.0,726.0,Joined,Not Applicable,Not Applicable,Likely to Churn,96.24
13666-RAN,Male,57,Yes,Rangpur,15,16,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,715.5,2198.62,0.0,0.0,382.73,2581.35,Joined,Not Applicable,Not Applicable,Likely to Churn,87.3
48307-CTG,Female,56,No,Chattogram,4,15,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,524.62,1653.38,0.0,225.0,663.98,2542.35,Joined,Not Applicable,Not Applicable,Likely to Churn,56.63
26412-MYM,Female,30,No,Mymensingh,7,18,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,155.25,298.88,0.0,0.0,208.35,507.22,Joined,Not Applicable,Not Applicable,Likely to Churn,94.72
86891-RAN,Male,25,No,Rangpur,7,5,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,150.38,150.38,0.0,0.0,136.12,286.5,Joined,Not Applicable,Not Applicable,Likely to Churn,95.75
34101-KHU,Female,41,No,Khulna,5,35,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,151.5,379.5,0.0,0.0,414.68,794.17,Joined,Not Applicable,Not Applicable,Likely to Churn,96.03
63464-RAJ,Male,48,No,Rajshahi,7,5,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,454.88,1476.75,0.0,0.0,506.02,1982.78,Joined,Not Applicable,Not Applicable,Likely to Churn,63.83
92134-CTG,Male,24,No,Chattogram,5,11,No Deal,No,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,261.0,854.62,0.0,0.0,0.0,854.62,Joined,Not Applicable,Not Applicable,Likely to Churn,80.04
48051-RAN,Female,49,Yes,Rangpur,0,36,No Deal,No,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,193.88,193.88,0.0,0.0,0.0,193.88,Joined,Not Applicable,Not Applicable,Likely to Churn,90.83
19811-DHK,Female,35,Yes,Dhaka,10,7,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,673.88,1863.0,0.0,0.0,749.25,2612.25,Joined,Not Applicable,Not Applicable,Likely to Churn,80.7
82473-RAJ,Male,63,Yes,Rajshahi,10,1,Deal 5,No,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,223.5,708.0,0.0,0.0,0.0,708.0,Joined,Not Applicable,Not Applicable,Likely to Churn,84.29
89512-SYL,Male,57,No,Sylhet,3,34,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,457.12,1009.5,0.0,0.0,223.2,1232.7,Joined,Not Applicable,Not Applicable,Likely to Churn,86.92
27553-DHK,Female,53,Yes,Dhaka,0,18,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,152.25,152.25,0.0,0.0,30.67,182.93,Joined,Not Applicable,Not Applicable,Likely to Churn,95.98
83196-DHK,Female,61,Yes,Dhaka,3,10,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,604.12,1410.75,0.0,0.0,79.5,1490.25,Joined,Not Applicable,Not Applicable,Likely to Churn,86.73
95735-BAR,Female,53,No,Barishal,10,21,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,144.38,362.62,0.0,0.0,317.7,680.32,Joined,Not Applicable,Not Applicable,Likely to Churn,94.42
52279-KHU,Male,53,No,Khulna,15,26,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,605.25,1795.88,0.0,0.0,533.7,2329.58,Joined,Not Applicable,Not Applicable,Likely to Churn,90.12
45672-KHU,Female,29,No,Khulna,0,2,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),151.5,151.5,0.0,0.0,316.12,467.62,Joined,Not Applicable,Not Applicable,Likely to Churn,95.63
19541-MYM,Female,37,Yes,Mymensingh,15,14,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,339.38,556.5,0.0,0.0,592.5,1149.0,Joined,Not Applicable,Not Applicable,Likely to Churn,86.9
79777-DHK,Male,77,Yes,Dhaka,13,33,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),544.5,1157.25,0.0,0.0,227.85,1385.1,Joined,Not Applicable,Not Applicable,Likely to Churn,95.71
95822-RAJ,Male,34,Yes,Rajshahi,3,26,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,144.0,144.0,0.0,0.0,134.18,278.18,Joined,Not Applicable,Not Applicable,Likely to Churn,94.12
97828-DHK,Female,57,No,Dhaka,0,12,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,690.0,2001.0,0.0,0.0,351.0,2352.0,Joined,Not Applicable,Not Applicable,Likely to Churn,92.14
54564-RAJ,Female,55,Yes,Rajshahi,11,7,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,570.75,1932.0,0.0,0.0,322.88,2254.88,Joined,Not Applicable,Not Applicable,Likely to Churn,84.88
84720-RAN,Male,55,Yes,Rangpur,11,6,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,144.0,144.0,0.0,0.0,245.85,389.85,Joined,Not Applicable,Not Applicable,Likely to Churn,96.4
39623-BAR,Female,85,No,Barishal,2,10,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,559.5,1792.88,0.0,225.0,888.98,2906.85,Joined,Not Applicable,Not Applicable,Likely to Churn,94.67
53186-BAR,Male,74,Yes,Barishal,10,2,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,339.38,339.38,0.0,0.0,89.18,428.55,Joined,Not Applicable,Not Applicable,Likely to Churn,94.5
82010-CTG,Female,46,No,Chattogram,14,7,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,596.62,1138.12,0.0,0.0,383.4,1521.53,Joined,Not Applicable,Not Applicable,Likely to Churn,95.08
46865-BAR,Female,18,No,Barishal,11,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,595.88,1088.62,0.0,0.0,429.15,1517.78,Joined,Not Applicable,Not Applicable,Likely to Churn,97.06
99488-KHU,Male,50,Yes,Khulna,10,31,No Deal,No,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,183.0,183.0,0.0,0.0,0.0,183.0,Joined,Not Applicable,Not Applicable,Likely to Churn,96.59
73547-KHU,Female,43,Yes,Khulna,13,16,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,630.38,1005.38,0.0,0.0,333.45,1338.82,Joined,Not Applicable,Not Applicable,Likely to Churn,96.04
12469-RAJ,Male,24,Yes,Rajshahi,11,4,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,414.75,414.75,0.0,0.0,275.17,689.92,Joined,Not Applicable,Not Applicable,Likely to Churn,96.7
77137-DHK,Male,52,No,Dhaka,1,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),341.62,341.62,0.0,0.0,122.55,464.18,Joined,Not Applicable,Not Applicable,Likely to Churn,97.77
35075-BAR,Male,64,Yes,Barishal,5,9,No Deal,Yes,No,Yes,Mobile Broadband,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,412.88,412.88,0.0,0.0,109.88,522.75,Joined,Not Applicable,Not Applicable,Likely to Churn,97.86
61474-RAJ,Male,52,Yes,Rajshahi,11,17,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,152.62,152.62,0.0,0.0,239.77,392.4,Joined,Not Applicable,Not Applicable,Likely to Churn,96.22
63883-KHU,Female,33,Yes,Khulna,12,26,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),153.38,318.38,0.0,0.0,707.85,1026.23,Joined,Not Applicable,Not Applicable,Likely to Churn,88.48
19041-RAJ,Female,36,No,Rajshahi,6,21,Deal 5,No,No,Yes,Mobile Broadband,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,263.25,758.25,0.0,0.0,0.0,758.25,Joined,Not Applicable,Not Applicable,Likely to Churn,76.45
74378-KHU,Female,37,Yes,Khulna,12,30,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,408.38,654.75,0.0,0.0,298.05,952.8,Joined,Not Applicable,Not Applicable,Likely to Churn,95.05
23605-DHK,Female,31,Yes,Dhaka,1,19,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,155.62,155.62,0.0,0.0,56.78,212.4,Joined,Not Applicable,Not Applicable,Likely to Churn,95.61
22765-DHK,Female,40,Yes,Dhaka,6,16,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,145.88,145.88,0.0,0.0,123.3,269.18,Joined,Not Applicable,Not Applicable,Likely to Churn,97.3
93521-DHK,Female,55,No,Dhaka,6,35,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-7.5,369.75,0.0,75.0,112.28,557.02,Joined,Not Applicable,Not Applicable,Likely to Churn,96.03
94305-KHU,Male,49,Yes,Khulna,5,18,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,148.12,148.12,0.0,0.0,39.9,188.03,Joined,Not Applicable,Not Applicable,Likely to Churn,97.48
15591-KHU,Female,26,No,Khulna,3,31,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,153.0,153.0,0.0,0.0,344.32,497.33,Joined,Not Applicable,Not Applicable,Likely to Churn,95.94
98334-SYL,Male,67,Yes,Sylhet,15,20,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,151.5,494.62,0.0,0.0,715.73,1210.35,Joined,Not Applicable,Not Applicable,Likely to Churn,61.19
47737-DHK,Male,42,No,Dhaka,15,25,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,147.38,147.38,0.0,0.0,126.83,274.2,Joined,Not Applicable,Not Applicable,Likely to Churn,96.22
24696-CTG,Female,69,Yes,Chattogram,0,20,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,329.62,638.25,0.0,0.0,286.35,924.6,Joined,Not Applicable,Not Applicable,Likely to Churn,95.6
18829-KHU,Female,49,Yes,Khulna,4,31,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,141.0,420.0,0.0,0.0,148.72,568.73,Joined,Not Applicable,Not Applicable,Likely to Churn,89.37
72391-DHK,Male,35,No,Dhaka,1,7,No Deal,No,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,262.5,262.5,0.0,0.0,0.0,262.5,Joined,Not Applicable,Not Applicable,Likely to Churn,97.5
77230-RAN,Female,59,Yes,Rangpur,5,4,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,147.38,234.0,0.0,0.0,117.0,351.0,Joined,Not Applicable,Not Applicable,Likely to Churn,96.1
19998-RAJ,Female,18,No,Rajshahi,0,2,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,642.75,1925.62,0.0,0.0,671.4,2597.02,Joined,Not Applicable,Not Applicable,Likely to Churn,76.31
36483-KHU,Male,42,No,Khulna,2,14,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.12,148.12,0.0,0.0,118.27,266.4,Joined,Not Applicable,Not Applicable,Likely to Churn,95.61
54598-KHU,Male,59,No,Khulna,11,32,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.12,294.75,0.0,0.0,29.55,324.3,Joined,Not Applicable,Not Applicable,Likely to Churn,96.89
66669-BAR,Male,44,No,Barishal,12,32,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,330.38,330.38,0.0,0.0,230.47,560.85,Joined,Not Applicable,Not Applicable,Likely to Churn,97.92
33773-DHK,Male,58,Yes,Dhaka,3,6,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,154.5,154.5,0.0,0.0,11.1,165.6,Joined,Not Applicable,Not Applicable,Likely to Churn,97.23
43877-BAR,Male,23,No,Barishal,6,3,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,456.38,835.5,0.0,0.0,228.75,1064.25,Joined,Not Applicable,Not Applicable,Likely to Churn,91.03
16764-CTG,Male,40,No,Chattogram,15,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,156.0,156.0,0.0,0.0,361.05,517.05,Joined,Not Applicable,Not Applicable,Likely to Churn,96.64
95991-SYL,Female,37,Yes,Sylhet,0,32,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,376.88,1142.25,0.0,0.0,634.27,1776.53,Joined,Not Applicable,Not Applicable,Likely to Churn,80.04
56256-DHK,Male,40,No,Dhaka,14,15,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,527.25,1653.0,0.0,0.0,219.15,1872.15,Joined,Not Applicable,Not Applicable,Likely to Churn,86.52
32587-DHK,Female,30,No,Dhaka,1,27,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,340.88,1062.75,0.0,0.0,458.32,1521.08,Joined,Not Applicable,Not Applicable,Likely to Churn,76.29
86970-RAJ,Male,57,Yes,Rajshahi,2,9,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,371.25,371.25,0.0,225.0,127.42,723.67,Joined,Not Applicable,Not Applicable,Likely to Churn,98.61
66766-DHK,Female,38,No,Dhaka,6,10,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,562.12,1593.0,207.0,0.0,36.9,1422.9,Joined,Not Applicable,Not Applicable,Likely to Churn,94.64
34713-RAJ,Male,58,Yes,Rajshahi,1,29,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,680.62,1310.62,0.0,0.0,407.55,1718.17,Joined,Not Applicable,Not Applicable,Likely to Churn,89.21
82170-KHU,Male,41,No,Khulna,5,29,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),334.5,334.5,0.0,0.0,339.6,674.1,Joined,Not Applicable,Not Applicable,Likely to Churn,97.71
74033-MYM,Female,45,Yes,Mymensingh,15,20,No Deal,No,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,189.38,189.38,0.0,0.0,0.0,189.38,Joined,Not Applicable,Not Applicable,Likely to Churn,97.28
32966-BAR,Female,23,No,Barishal,3,7,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,144.0,144.0,0.0,0.0,197.78,341.77,Joined,Not Applicable,Not Applicable,Likely to Churn,96.94
94124-DHK,Female,21,No,Dhaka,9,8,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,599.62,1308.38,0.0,0.0,565.5,1873.88,Joined,Not Applicable,Not Applicable,Likely to Churn,95.13
13823-RAJ,Female,31,Yes,Rajshahi,1,28,Deal 5,No,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,183.75,348.0,0.0,0.0,0.0,348.0,Joined,Not Applicable,Not Applicable,Likely to Churn,96.8
57457-SYL,Female,46,No,Sylhet,14,34,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),150.0,285.0,0.0,0.0,515.7,800.7,Joined,Not Applicable,Not Applicable,Likely to Churn,97.95
96967-SYL,Female,33,No,Sylhet,5,8,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,670.12,670.12,0.0,0.0,40.2,710.32,Joined,Not Applicable,Not Applicable,Likely to Churn,99.04
71210-CTG,Female,58,No,Chattogram,15,28,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.88,148.88,0.0,0.0,218.25,367.12,Joined,Not Applicable,Not Applicable,Likely to Churn,96.89
53764-CTG,Male,36,No,Chattogram,10,23,No Deal,No,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,186.75,186.75,0.0,0.0,0.0,186.75,Joined,Not Applicable,Not Applicable,Likely to Churn,95.11
39128-BAR,Male,36,No,Barishal,15,22,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,335.62,335.62,0.0,75.0,139.28,549.9,Joined,Not Applicable,Not Applicable,Likely to Churn,97.69
87024-KHU,Male,58,No,Khulna,14,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,534.75,1183.12,0.0,0.0,101.1,1284.22,Joined,Not Applicable,Not Applicable,Likely to Churn,93.56
